bath,balcony,price,total_sqft_int,bhk,price_per_sqft
2.0,3.0,53.0,1270.0,2.0,4173.228346456693
3.0,2.0,55.0,1259.0,2.0,4368.546465448769
2.0,2.0,75.0,1239.0,3.0,6053.268765133172
3.0,3.0,58.0,1450.0,2.0,4000.0
2.0,2.0,48.0,1550.0,2.0,3096.7741935483873
2.0,2.0,42.0,1012.0,2.0,4150.197628458498
2.0,2.0,65.0,1550.0,2.0,4193.548387096775
2.0,2.0,53.0,1140.0,2.0,4649.122807017544
2.0,0.0,30.0,1033.0,1.0,2904.162633107454
1.0,0.0,50.0,1611.0,2.0,3103.6623215394166
3.0,0.0,60.0,1250.0,2.0,4800.0
3.0,0.0,75.0,1515.0,2.0,4950.495049504951
2.0,2.0,75.0,1275.0,3.0,5882.35294117647
2.0,2.0,70.0,1200.0,3.0,5833.333333333333
3.0,2.0,60.0,1070.0,2.0,5607.476635514019
3.0,3.0,70.0,1480.0,2.0,4729.72972972973
2.0,3.0,40.0,1260.0,1.0,3174.6031746031745
2.0,1.0,39.0,1200.0,2.0,3250.0
2.0,1.0,60.0,1086.0,2.0,5524.861878453039
2.0,1.0,50.0,1466.0,1.0,3410.6412005457028
2.0,1.0,62.0,1124.0,2.0,5516.014234875445
2.0,1.0,57.5,2223.0,2.0,2586.5946918578497
2.0,1.0,45.0,1525.0,2.0,2950.8196721311474
2.0,1.0,60.0,2100.0,2.0,2857.1428571428573
3.0,2.0,100.0,1075.0,2.0,9302.32558139535
3.0,3.0,105.0,1256.0,2.0,8359.872611464969
2.0,2.0,81.5,1190.0,2.0,6848.73949579832
2.0,0.0,64.0,1200.0,3.0,5333.333333333333
2.0,1.0,78.0,1427.0,2.0,5466.012613875263
4.0,2.0,125.0,2695.0,3.0,4638.218923933209
2.0,3.0,40.0,1206.0,3.0,3316.749585406302
2.0,1.0,40.0,1420.0,2.0,2816.9014084507044
2.0,1.0,40.0,1532.0,2.0,2610.9660574412533
3.0,2.0,78.0,2556.0,2.0,3051.6431924882627
1.0,1.0,39.0,1420.0,2.0,2746.478873239437
2.0,2.0,40.0,1500.0,2.0,2666.6666666666665
3.0,3.0,100.0,2400.0,3.0,4166.666666666667
2.0,2.0,45.0,1400.0,3.0,3214.285714285714
2.0,2.0,33.0,1400.0,2.0,2357.1428571428573
2.0,3.0,48.0,1250.0,2.0,3840.0
2.0,2.0,95.0,2999.97,2.0,3166.6983336500034
2.0,2.0,85.0,1681.0,3.0,5056.513979773944
3.0,2.0,78.0,1210.0,3.0,6446.280991735537
3.0,2.0,70.0,1347.0,2.0,5196.733481811433
2.0,2.0,71.0,1270.0,3.0,5590.5511811023625
2.0,2.0,48.0,1403.0,3.0,3421.240199572345
2.0,2.0,35.0,1200.0,3.0,2916.6666666666665
3.0,3.0,95.0,2500.0,4.0,3800.0
2.0,1.0,55.0,1314.0,2.0,4185.692541856925
2.0,2.0,50.0,1300.0,2.0,3846.153846153846
2.0,1.0,55.0,1313.0,2.0,4188.880426504189
2.0,1.0,53.0,1025.0,2.0,5170.731707317073
2.0,2.0,110.0,805.0,2.0,13664.596273291925
2.0,0.0,39.0,1278.0,2.0,3051.6431924882627
5.0,3.0,300.0,1920.0,4.0,15625.0
3.0,2.0,150.0,1155.0,2.0,12987.012987012988
2.0,1.0,48.0,1280.0,2.0,3750.0
2.0,2.0,44.5,1255.0,2.0,3545.8167330677293
2.0,1.0,60.0,2000.0,2.0,3000.0
2.0,2.0,52.0,1050.0,2.0,4952.380952380952
2.0,2.0,85.0,1240.0,3.0,6854.8387096774195
3.0,1.0,108.0,935.0,2.0,11550.802139037432
2.0,1.0,80.0,1269.0,3.0,6304.176516942474
2.0,0.0,43.0,1640.0,4.0,2621.951219512195
1.0,1.0,33.0,1726.0,2.0,1911.9351100811125
2.0,1.0,45.0,1545.0,4.0,2912.621359223301
2.0,1.0,56.0,1561.0,2.0,3587.4439461883408
2.0,1.0,45.0,1862.0,2.0,2416.756176154672
2.0,1.0,39.0,1208.0,2.0,3228.476821192053
2.0,1.0,37.0,1200.0,2.0,3083.3333333333335
2.0,1.0,39.0,1192.0,3.0,3271.8120805369126
2.0,1.0,37.01,1205.0,2.0,3071.369294605809
2.0,1.0,45.0,1525.0,2.0,2950.8196721311474
2.0,1.0,49.0,1245.0,2.0,3935.74297188755
2.0,2.0,55.0,1850.0,3.0,2972.972972972973
4.0,1.0,150.0,1240.0,3.0,12096.774193548386
2.0,1.0,52.0,1090.0,3.0,4770.642201834862
1.0,0.0,59.0,999.0,2.0,5905.9059059059055
2.0,1.0,50.0,1160.0,2.0,4310.3448275862065
2.0,2.0,80.0,1200.0,3.0,6666.666666666667
1.0,1.0,81.0,1847.0,4.0,4385.489983757445
4.0,2.0,200.0,2400.0,4.0,8333.333333333334
3.0,2.0,80.0,1573.0,3.0,5085.823267641449
2.0,2.0,24.5,1500.0,2.0,1633.3333333333333
2.0,1.0,33.0,2355.0,2.0,1401.2738853503186
2.0,2.0,32.0,2475.0,2.0,1292.9292929292928
2.0,1.0,66.0,2039.0,3.0,3236.8808239333007
2.0,1.0,31.5,1465.0,3.0,2150.1706484641636
2.0,2.0,34.63,1680.0,2.0,2061.3095238095243
3.0,2.0,92.0,3526.0,3.0,2609.1888825865003
2.0,2.0,37.0,1452.0,3.0,2548.2093663911846
2.0,1.0,31.9,1310.0,2.0,2435.114503816794
2.0,1.0,31.99,1370.0,3.0,2335.036496350365
2.0,1.0,35.0,1200.0,3.0,2916.6666666666665
3.0,3.0,40.0,1800.0,2.0,2222.222222222222
3.0,1.0,55.0,1110.0,3.0,4954.954954954955
2.0,1.0,125.0,1750.0,1.0,7142.857142857143
3.0,0.0,99.0,1200.0,2.0,8250.0
4.0,1.0,160.0,3450.0,3.0,4637.68115942029
4.0,2.0,90.0,2000.0,3.0,4500.0
3.0,3.0,75.0,1578.0,3.0,4752.851711026616
1.0,1.0,36.0,1500.0,2.0,2400.0
2.0,1.0,46.0,1500.0,2.0,3066.6666666666665
2.0,1.0,42.83,1615.0,2.0,2652.012383900929
3.0,3.0,97.0,2172.65,2.0,4464.593929072791
2.0,1.0,45.2,1255.0,2.0,3601.593625498008
2.0,2.0,55.0,2400.0,2.0,2291.6666666666665
2.0,2.0,39.0,1330.0,2.0,2932.3308270676694
2.0,2.0,70.0,3600.0,4.0,1944.4444444444443
2.0,2.0,62.38,2400.0,2.0,2599.1666666666665
3.0,1.0,75.0,1322.0,3.0,5673.2223903177
2.0,3.0,43.79,1600.0,2.0,2736.875
2.0,2.0,38.15,1130.0,2.0,3376.1061946902655
2.0,2.0,68.0,1252.0,2.0,5431.309904153354
2.0,3.0,51.1,1220.0,3.0,4188.524590163935
2.0,1.0,66.0,1037.0,2.0,6364.513018322083
2.0,3.0,51.1,800.0,2.0,6387.5
1.0,1.0,50.0,1015.0,2.0,4926.108374384236
1.0,0.0,35.475,1475.0,1.0,2405.084745762712
2.0,2.0,38.15,1430.0,2.0,2667.8321678321677
2.0,1.0,70.0,1145.0,2.0,6113.53711790393
2.0,1.0,57.0,1200.0,2.0,4750.0
2.0,3.0,75.0,1450.0,2.0,5172.413793103448
2.0,3.0,74.0,1403.0,4.0,5274.411974340698
2.0,2.0,42.0,1200.0,1.0,3500.0
2.0,3.0,85.0,1128.0,2.0,7535.4609929078015
2.0,3.0,69.0,1020.0,2.0,6764.705882352941
3.0,2.0,92.15,1225.0,3.0,7522.448979591837
2.0,2.0,90.0,1530.0,3.0,5882.35294117647
3.0,3.0,64.5,1220.0,3.0,5286.88524590164
3.0,1.5843757375501535,92.0,1870.0,3.0,4919.786096256685
2.0,2.0,58.0,1128.0,2.0,5141.843971631206
2.0,1.0,89.0,1600.0,3.0,5562.5
3.0,3.0,75.0,1475.0,3.0,5084.745762711865
2.0,1.0,85.0,1655.0,2.0,5135.95166163142
3.0,3.0,56.0,1200.0,3.0,4666.666666666667
3.0,2.0,53.0,1220.0,2.0,4344.262295081967
2.0,2.0,62.0,1200.0,2.0,5166.666666666667
2.0,1.0,54.54,1200.0,3.0,4545.0
3.0,1.0,115.0,1525.0,2.0,7540.983606557377
3.0,3.0,64.5,1100.0,2.0,5863.636363636364
3.0,3.0,60.98,1225.0,2.0,4977.959183673469
3.0,2.0,69.0,1007.0,2.0,6852.035749751738
3.0,3.0,88.0,1640.0,2.0,5365.8536585365855
2.0,2.0,79.9,1400.0,2.0,5707.142857142858
3.0,1.0,99.0,1655.0,4.0,5981.873111782477
2.0,3.0,80.0,1410.0,2.0,5673.758865248227
2.0,2.0,60.0,1200.0,2.0,5000.0
2.0,2.0,62.0,1449.0,2.0,4278.812974465149
2.0,1.0,83.0,1140.0,2.0,7280.701754385965
3.0,2.0,90.0,1730.0,4.0,5202.312138728324
2.0,2.0,71.5,1328.0,2.0,5384.036144578313
2.0,2.0,58.0,1123.0,3.0,5164.737310774711
3.0,3.0,63.58,1210.0,3.0,5254.545454545455
3.0,2.0,82.0,1410.0,2.0,5815.602836879432
2.0,2.0,52.33,1065.0,3.0,4913.615023474178
2.0,1.0,107.0,1760.0,1.0,6079.545454545455
3.0,3.0,63.5,1060.0,2.0,5990.566037735849
2.0,2.0,85.0,1900.0,2.0,4473.684210526316
3.0,1.0,122.0,1740.0,2.0,7011.494252873563
2.0,0.0,50.125,1180.0,1.0,4247.881355932203
1.0,0.0,125.0,3754.0,1.0,3329.781566329249
3.0,3.0,60.98,1250.0,2.0,4878.4
3.0,3.0,90.0,1155.0,2.0,7792.207792207792
2.0,2.0,63.22,1025.0,2.0,6167.804878048781
2.0,1.0,82.0,1050.0,3.0,7809.523809523809
3.0,2.0,56.57,1134.0,3.0,4988.536155202822
3.0,3.0,65.1,1130.0,2.0,5761.061946902654
3.0,2.0,96.2,1504.0,2.0,6396.276595744681
2.0,2.0,62.93,1000.0,2.0,6293.0
2.0,2.0,65.0,1200.0,3.0,5416.666666666667
3.0,3.0,55.0,1250.0,3.0,4400.0
3.0,3.0,68.0,1056.0,2.0,6439.393939393939
3.0,2.0,74.9,1368.0,2.0,5475.14619883041
3.0,3.0,65.93,1185.0,3.0,5563.713080168777
3.0,2.0,65.0,1198.0,2.0,5425.709515859767
3.0,1.0,58.0,1200.0,3.0,4833.333333333333
3.0,3.0,60.0,1240.0,2.0,4838.709677419355
2.0,1.0,105.0,1710.0,1.0,6140.350877192983
3.0,2.0,69.0,1050.0,2.0,6571.428571428572
3.0,1.0,69.0,1045.0,2.0,6602.8708133971295
2.0,1.0,65.0,1350.0,3.0,4814.814814814815
2.0,2.0,63.0,1440.0,2.0,4375.0
3.0,1.0,69.0,1059.0,3.0,6515.58073654391
3.0,3.0,60.9,1312.0,3.0,4641.768292682927
2.0,2.0,78.0,1305.0,3.0,5977.0114942528735
3.0,2.0,69.0,1400.0,4.0,4928.571428571428
3.0,3.0,60.98,1166.0,2.0,5229.845626072041
3.0,2.0,53.0,1116.0,2.0,4749.103942652329
2.0,1.0,39.6,1630.0,1.0,2429.447852760736
2.0,3.0,69.0,1275.0,1.0,5411.764705882353
3.0,2.0,95.0,1724.0,2.0,5510.4408352668215
3.0,2.0,90.0,1814.0,2.0,4961.411245865491
1.0,1.0,37.32,1760.0,1.0,2120.4545454545455
3.0,2.0,68.0,1194.0,3.0,5695.142378559464
2.0,1.0,58.0,1612.0,2.0,3598.014888337469
4.0,0.0,200.0,3025.0,3.0,6611.570247933884
2.0,2.0,43.63,1100.0,2.0,3966.3636363636365
3.0,1.0,89.0,1447.0,2.0,6150.656530753283
3.0,1.0,104.0,2070.0,2.0,5024.15458937198
3.0,1.0,139.0,1800.0,2.0,7722.222222222223
3.0,1.0,107.0,1655.0,2.0,6465.256797583082
3.0,1.0,129.0,2150.0,2.0,6000.0
2.0,2.0,56.0,1088.0,2.0,5147.058823529412
3.0,3.0,90.0,1467.0,2.0,6134.9693251533745
3.0,1.5843757375501535,135.0,1700.0,3.0,7941.176470588235
3.0,2.0,180.0,1600.0,2.0,11250.0
3.0,2.0,180.0,2259.0,4.0,7968.12749003984
2.0,1.0,98.0,1304.0,3.0,7515.337423312883
3.0,3.0,90.0,4239.0,2.0,2123.1422505307855
2.0,3.0,40.32,1600.0,2.0,2520.0
2.0,2.0,78.0,1239.0,2.0,6295.399515738499
2.0,3.0,52.0,1185.0,2.0,4388.185654008439
2.0,1.0,78.0,1200.0,2.0,6500.0
3.0,1.0,200.0,1168.0,3.0,17123.287671232876
3.0,2.0,82.5,1090.0,3.0,7568.807339449541
3.0,0.0,89.0,1562.0,2.0,5697.823303457107
2.0,2.0,50.0,1285.0,2.0,3891.0505836575876
3.0,2.0,116.0,1430.0,4.0,8111.888111888112
2.0,2.0,50.0,1090.0,2.0,4587.155963302752
3.0,3.0,80.0,888.0,2.0,9009.009009009009
3.0,1.5843757375501535,77.41,1200.0,2.0,6450.833333333333
3.0,1.0,95.0,1090.0,2.0,8715.59633027523
4.0,3.0,272.0,1445.0,3.0,18823.529411764706
3.0,1.0,69.0,1350.0,2.0,5111.111111111111
2.0,1.0,39.0,1793.0,2.0,2175.1254880089236
2.0,2.0,42.0,1440.0,2.0,2916.6666666666665
3.0,2.0,105.0,1614.0,3.0,6505.576208178439
3.0,2.0,82.0,4000.0,2.0,2050.0
2.0,1.0,60.0,1776.0,2.0,3378.3783783783783
2.0,2.0,55.0,1060.0,2.0,5188.679245283019
2.0,2.0,60.0,1595.0,2.0,3761.755485893417
3.0,2.0,132.0,1180.0,3.0,11186.440677966102
2.0,1.0,78.0,1020.0,2.0,7647.058823529412
4.0,3.0,120.0,1194.0,3.0,10050.251256281406
2.0,2.0,110.0,1050.0,2.0,10476.190476190477
2.0,3.0,85.0,1065.0,1.0,7981.220657276996
3.0,3.0,112.0,1200.0,2.0,9333.333333333334
2.0,2.0,66.25,1200.0,2.0,5520.833333333333
3.0,1.0,150.0,1350.0,2.0,11111.111111111111
2.0,1.0,45.0,1091.0,2.0,4124.656278643446
2.0,2.0,90.0,1168.0,3.0,7705.479452054795
3.0,2.0,142.0,1035.0,2.0,13719.806763285023
3.0,1.0,110.0,1160.0,3.0,9482.758620689656
2.0,2.0,80.0,1930.0,2.0,4145.077720207254
3.0,1.5843757375501535,125.0,1693.0,2.0,7383.343177790904
2.0,2.0,92.0,1240.0,3.0,7419.354838709677
3.0,3.0,80.0,3205.0,2.0,2496.09984399376
3.0,2.0,88.5,2150.0,4.0,4116.279069767442
2.0,2.0,80.0,1890.0,2.0,4232.804232804233
2.0,3.0,80.0,1740.0,1.0,4597.701149425287
3.0,1.0,125.0,1080.0,2.0,11574.074074074075
2.0,0.0,58.0,1200.0,2.0,4833.333333333333
2.0,2.0,66.0,1100.0,2.0,6000.0
2.0,2.0,165.0,5100.0,8.0,3235.294117647059
2.0,2.0,77.0,1120.0,3.0,6875.0
2.0,1.0,68.75,1175.0,3.0,5851.063829787234
2.0,2.0,80.99,1195.0,2.0,6777.405857740585
2.0,2.0,76.45,1116.0,3.0,6850.358422939068
3.0,3.0,78.3,1695.0,2.0,4619.469026548672
2.0,2.0,68.75,1040.0,2.0,6610.576923076923
2.0,2.0,73.43,1145.0,2.0,6413.100436681223
3.0,2.0,80.99,1350.0,3.0,5999.259259259258
2.0,2.0,69.49,1625.0,2.0,4276.3076923076915
2.0,1.0,68.75,1718.0,2.0,4001.74621653085
2.0,0.0,69.99,1768.0,2.0,3958.7104072398183
4.0,1.5843757375501535,155.0,1469.0,3.0,10551.39550714772
4.0,2.0,70.0,1125.0,3.0,6222.222222222223
2.0,2.0,52.0,1200.0,2.0,4333.333333333333
2.0,2.0,50.0,1590.0,2.0,3144.6540880503144
2.0,2.0,45.0,799.0,2.0,5632.040050062578
2.0,1.0,49.0,1891.0,2.0,2591.2215758857747
2.0,3.0,53.0,705.0,2.0,7517.730496453901
2.0,2.0,42.0,900.0,2.0,4666.666666666667
2.0,1.0,41.5,1730.0,4.0,2398.843930635838
2.0,2.0,60.0,1128.0,3.0,5319.148936170212
3.0,2.0,75.0,1200.0,3.0,6250.0
2.0,1.0,60.0,4395.0,5.0,1365.1877133105802
2.0,2.0,65.0,2088.0,4.0,3113.0268199233715
3.0,2.0,75.0,1510.0,3.0,4966.887417218543
2.0,2.0,68.0,1600.0,1.0,4250.0
2.0,3.0,70.0,1400.0,3.0,5000.0
2.0,1.0,59.0,1180.0,2.0,5000.0
2.0,1.0,68.0,2200.0,2.0,3090.909090909091
2.0,1.0,65.0,1007.0,2.0,6454.816285998014
2.0,2.0,92.0,1200.0,2.0,7666.666666666667
3.0,3.0,155.0,1325.0,3.0,11698.11320754717
3.0,2.0,80.0,2075.0,2.0,3855.421686746988
2.0,2.0,58.0,2462.0,2.0,2355.8082859463852
1.0,1.0,45.0,1194.0,3.0,3768.8442211055276
2.0,2.0,58.0,1450.0,2.0,4000.0
2.0,2.0,69.0,2365.0,4.0,2917.5475687103594
3.0,3.0,65.0,1950.0,3.0,3333.3333333333335
1.0,1.0,45.0,1145.0,3.0,3930.1310043668122
2.0,2.0,45.0,1900.0,3.0,2368.4210526315787
2.0,2.0,52.0,1900.0,3.0,2736.842105263158
2.0,2.0,57.0,2020.0,2.0,2821.7821782178216
3.0,1.5843757375501535,100.0,3000.0,2.0,3333.3333333333335
1.0,1.0,15.0,600.0,1.0,2500.0
2.0,1.0,25.0,1400.0,2.0,1785.7142857142858
1.0,0.0,18.5,1000.0,2.0,1850.0
2.0,1.0,38.0,2390.0,2.0,1589.958158995816
1.0,1.0,10.0,1100.0,2.0,909.0909090909091
2.0,2.0,50.0,1374.65,2.0,3637.289491870658
2.0,0.0,58.0,2572.0,2.0,2255.054432348367
2.0,2.0,38.0,1488.0,2.0,2553.7634408602153
3.0,3.0,48.0,1200.0,2.0,4000.0
2.0,2.0,22.0,1395.0,2.0,1577.0609318996417
2.0,1.0,49.0,1175.0,3.0,4170.212765957447
2.0,1.0,88.0,1500.0,4.0,5866.666666666667
2.0,2.0,40.0,902.0,2.0,4434.589800443459
2.0,2.0,37.0,1200.0,1.0,3083.3333333333335
2.0,1.0,35.0,2080.0,2.0,1682.6923076923076
2.0,2.0,45.0,1000.0,2.0,4500.0
2.0,1.0,31.0,2383.0,2.0,1300.8812421317666
3.0,1.0,67.0,1532.0,3.0,4373.368146214099
2.0,1.0,30.0,1850.0,2.0,1621.6216216216217
3.0,2.0,80.0,1682.0,2.0,4756.242568370987
2.0,2.0,55.0,1649.0,3.0,3335.3547604608852
2.0,0.0,58.0,1542.0,1.0,3761.348897535668
2.0,2.0,45.0,1143.0,3.0,3937.0078740157483
4.0,0.0,160.0,2800.0,3.0,5714.285714285715
1.0,1.0,18.0,1571.0,1.0,1145.7670273711012
2.0,0.0,49.0,1054.0,3.0,4648.956356736243
2.0,2.0,51.0,1620.0,3.0,3148.1481481481483
2.0,2.0,63.0,1265.0,2.0,4980.237154150198
1.0,0.0,52.0,1200.0,3.0,4333.333333333333
2.0,2.0,53.5,1719.0,3.0,3112.274578243165
2.0,3.0,42.0,1500.0,2.0,2800.0
2.0,1.0,40.0,1200.0,3.0,3333.3333333333335
1.0,1.0,18.0,2400.0,2.0,750.0
2.0,1.0,50.0,1175.0,2.0,4255.31914893617
2.0,0.0,42.0,1290.0,3.0,3255.813953488372
1.0,0.0,95.0,2650.0,1.0,3584.9056603773583
2.0,1.0,35.0,1167.0,3.0,2999.1431019708652
2.0,3.0,66.0,1202.0,2.0,5490.848585690515
1.0,1.0,30.0,1050.0,2.0,2857.1428571428573
2.0,1.5843757375501535,78.0,1600.0,3.0,4875.0
2.0,2.0,43.0,1320.0,1.0,3257.5757575757575
2.0,3.0,42.0,1525.0,2.0,2754.098360655738
4.0,3.0,72.0,1444.0,3.0,4986.149584487534
2.0,2.0,65.0,1980.0,3.0,3282.8282828282827
1.0,1.0,22.0,1650.0,2.0,1333.3333333333333
2.0,2.0,50.0,1575.0,2.0,3174.6031746031745
2.0,1.0,65.0,3339.0,2.0,1946.6906259359089
2.0,1.0,16.6,1235.0,2.0,1344.1295546558706
2.0,1.0,40.0,1732.0,2.0,2309.4688221709007
2.0,3.0,42.0,1197.0,3.0,3508.7719298245615
2.0,1.0,33.0,2106.0,2.0,1566.951566951567
2.0,3.0,39.0,2093.0,2.0,1863.3540372670807
2.0,2.0,49.0,1232.0,2.0,3977.2727272727275
2.0,3.0,50.0,2250.0,2.0,2222.222222222222
2.0,1.0,60.84,1691.0,2.0,3597.8710821998816
2.0,3.0,50.0,1140.0,2.0,4385.964912280701
2.0,0.0,25.0,1800.0,2.0,1388.888888888889
2.0,2.0,33.34,1135.0,2.0,2937.4449339207054
2.0,1.0,58.0,1160.0,2.0,5000.0
2.0,1.0,32.0,1320.0,2.0,2424.242424242424
2.0,1.0,32.0,1196.0,3.0,2675.5852842809363
4.0,0.0,60.0,2200.0,3.0,2727.2727272727275
2.0,2.0,28.0,1494.0,2.0,1874.1633199464525
2.0,2.0,30.0,1080.0,3.0,2777.777777777778
2.0,2.0,32.0,1375.0,2.0,2327.2727272727275
2.0,1.0,34.0,1850.0,4.0,1837.837837837838
2.0,2.0,42.0,2170.0,3.0,1935.483870967742
3.0,1.0,150.0,3750.0,2.0,4000.0
3.0,3.0,155.0,1453.0,3.0,10667.584308327598
3.0,3.0,160.0,1458.0,2.0,10973.936899862825
2.0,3.0,100.0,2000.0,2.0,5000.0
2.0,0.0,62.0,1495.0,1.0,4147.157190635451
2.0,2.0,27.0,1560.0,2.0,1730.7692307692307
2.0,2.0,31.5,1475.0,4.0,2135.593220338983
2.0,1.0,22.8,1255.0,2.0,1816.7330677290836
2.0,2.0,59.0,1463.0,2.0,4032.809295967191
3.0,2.0,70.0,1270.0,3.0,5511.811023622047
1.0,3.0,60.0,1116.0,3.0,5376.344086021505
2.0,3.0,48.0,1308.0,2.0,3669.7247706422017
2.0,3.0,43.0,2283.0,6.0,1883.4866403854578
2.0,2.0,85.0,2462.0,2.0,3452.477660438668
2.0,2.0,65.0,919.0,2.0,7072.905331882481
2.0,2.0,66.0,1434.0,2.0,4602.510460251046
2.0,1.0,45.0,2545.0,2.0,1768.172888015717
2.0,1.0,34.0,1125.0,2.0,3022.222222222222
2.0,3.0,59.0,1222.0,2.0,4828.150572831424
3.0,3.0,66.0,3000.0,6.0,2200.0
2.0,2.0,55.0,1205.0,3.0,4564.3153526970955
2.0,2.0,56.0,1865.0,3.0,3002.680965147453
2.0,1.0,55.0,1320.0,3.0,4166.666666666667
2.0,1.0,51.0,1200.0,3.0,4250.0
3.0,2.0,65.0,1500.0,4.0,4333.333333333333
2.0,1.0,38.0,960.0,2.0,3958.3333333333335
2.0,2.0,32.0,1500.0,2.0,2133.3333333333335
3.0,2.0,80.0,1160.0,3.0,6896.551724137931
2.0,1.0,98.0,1440.0,4.0,6805.555555555556
1.0,1.0,53.0,1300.0,2.0,4076.923076923077
1.0,0.0,55.0,1174.0,3.0,4684.838160136286
4.0,1.0,156.0,2325.0,4.0,6709.677419354839
3.0,1.5843757375501535,81.0,900.0,2.0,9000.0
1.0,1.0,17.0,1748.0,2.0,972.5400457665904
2.0,1.0,51.99,1510.0,1.0,3443.046357615894
2.0,1.0,53.33,1925.0,2.0,2770.3896103896104
3.0,2.0,150.0,1316.0,2.0,11398.176291793314
1.0,0.0,36.0,4800.0,5.0,750.0
3.0,2.0,127.0,1400.0,3.0,9071.42857142857
2.0,2.0,50.66,3895.0,2.0,1300.6418485237484
3.0,2.0,120.0,1538.0,2.0,7802.340702210663
2.0,1.0,55.55,1760.0,1.0,3156.25
2.0,2.0,49.0,1350.0,2.0,3629.6296296296296
1.0,1.0,30.84,1120.0,2.0,2753.5714285714284
2.0,1.0,55.55,1800.0,2.0,3086.1111111111113
3.0,1.0,223.0,1100.0,2.0,20272.727272727272
4.0,3.0,160.0,2700.0,4.0,5925.925925925926
3.0,1.0,317.0,2268.0,5.0,13977.072310405643
2.0,3.0,180.0,1355.0,2.0,13284.132841328414
2.0,2.0,85.0,525.0,1.0,16190.47619047619
2.0,2.0,47.0,1390.0,2.0,3381.294964028777
2.0,2.0,35.0,1500.0,2.0,2333.3333333333335
2.0,2.0,130.0,3100.0,3.0,4193.548387096775
6.0,1.0,460.0,2882.0,5.0,15961.138098542679
3.0,2.0,160.0,1092.0,2.0,14652.014652014652
3.0,2.0,130.0,1070.0,3.0,12149.532710280373
2.0,0.0,65.0,1694.0,2.0,3837.0720188902005
1.0,1.0,110.0,1080.0,2.0,10185.185185185184
2.0,3.0,155.0,1200.0,2.0,12916.666666666666
2.0,3.0,100.0,2424.0,2.0,4125.412541254125
2.0,3.0,110.0,1360.0,2.0,8088.235294117647
3.0,2.0,180.0,1322.0,2.0,13615.73373676248
2.0,2.0,119.0,1315.0,2.0,9049.429657794677
2.0,1.0,75.2,1610.0,2.0,4670.807453416149
2.0,3.0,100.0,1690.0,2.0,5917.15976331361
3.0,1.5843757375501535,210.0,1550.0,3.0,13548.387096774193
2.0,1.0,200.0,1167.0,1.0,17137.96058269066
3.0,3.0,290.0,6600.0,2.0,4393.939393939394
3.0,1.5843757375501535,125.0,1400.0,2.0,8928.57142857143
2.0,0.0,115.0,975.0,2.0,11794.871794871795
3.0,3.0,150.0,1250.0,2.0,12000.0
2.0,2.0,82.0,2805.0,2.0,2923.3511586452764
2.0,0.0,115.0,2232.0,2.0,5152.329749103943
3.0,1.0,135.0,1039.0,2.0,12993.262752646775
3.0,1.0,200.0,1200.0,3.0,16666.666666666668
2.0,1.0,100.0,1194.0,2.0,8375.209380234506
2.0,1.0,128.0,1065.0,2.0,12018.779342723004
2.0,2.0,125.0,3000.0,2.0,4166.666666666667
2.0,2.0,85.0,1197.0,2.0,7101.086048454469
2.0,1.0,165.0,1099.0,2.0,15013.648771610555
2.0,2.0,100.0,1150.0,1.0,8695.652173913044
2.0,1.0,130.0,700.0,2.0,18571.428571428572
2.0,1.0,120.0,1450.0,2.0,8275.862068965518
2.0,2.0,63.0,1680.0,2.0,3750.0
3.0,2.0,300.0,1800.0,2.0,16666.666666666668
2.0,0.0,280.0,1485.0,4.0,18855.218855218856
4.0,2.0,245.0,1602.0,3.0,15293.383270911361
3.0,3.0,98.0,2400.0,2.0,4083.3333333333335
2.0,1.0,160.0,1061.0,2.0,15080.113100848257
2.0,1.0,160.0,1100.0,2.0,14545.454545454546
3.0,2.0,210.0,1300.0,2.0,16153.846153846154
2.0,2.0,95.0,1500.0,2.0,6333.333333333333
3.0,2.0,260.0,1215.0,3.0,21399.17695473251
2.0,0.0,140.0,1200.0,3.0,11666.666666666666
2.0,1.0,48.23,2089.0,2.0,2308.760172331259
2.0,2.0,40.0,1450.0,2.0,2758.6206896551726
2.0,1.0,42.79,1260.0,2.0,3396.031746031746
2.0,2.0,38.6,1100.0,2.0,3509.090909090909
4.0,2.0,95.0,2100.0,3.0,4523.809523809524
2.0,2.0,42.0,1420.0,2.0,2957.7464788732395
2.0,2.0,59.4,1210.0,3.0,4909.090909090909
2.0,2.0,37.0,1160.0,2.0,3189.655172413793
2.0,1.0,51.0,1200.0,2.0,4250.0
3.0,3.0,76.0,1240.0,3.0,6129.032258064516
3.0,1.0,69.0,2000.0,2.0,3450.0
3.0,3.0,70.0,1200.0,3.0,5833.333333333333
2.0,2.0,58.0,1330.0,2.0,4360.902255639097
3.0,2.0,110.0,1170.0,2.0,9401.709401709402
3.0,3.0,71.0,2700.0,2.0,2629.6296296296296
2.0,2.0,59.0,1583.0,2.0,3727.1004421983575
3.0,3.0,70.0,1400.0,3.0,5000.0
3.0,2.0,105.0,1110.0,3.0,9459.45945945946
2.0,1.0,45.5,2500.0,2.0,1820.0
2.0,2.0,56.0,1110.0,2.0,5045.045045045045
1.0,1.0,30.0,1175.0,2.0,2553.191489361702
2.0,1.0,68.5,2100.0,2.0,3261.904761904762
2.0,2.0,106.0,1800.0,3.0,5888.888888888889
